gen,arch,wr,champ_change
11,リキキリンex＋無色,0.4443,yes
12,メガライボルトex,0.8452,yes
12,マグネゾーン＋メガマンエクトex,0.4600,yes
12,サンダースex単,0.5974,no
12,ピカチュウex＋ライチュウ,0.5548,yes
12,ラプラスex＋雷,0.6522,yes
12,メガリザードンX ex,0.6067,no
12,メガリザードンY ex,0.7986,no
12,メガブレイズiken ex,0.7452,no
12,ウインディex＋炎,0.8061,yes
12,リザードンex＋カエンジシ,0.5759,no
12,フリーザーex＋カスミ,0.7730,no
12,スイクンex＋ゲッコウガ,0.5096,yes
12,カメックスex,0.7704,yes
12,ギャラドスex,0.5168,no
12,ラプラスex単,0.4128,no
12,パルキアex＋水,0.6278,yes
12,フシギバナex＋どく,0.4991,yes
12,メガフシギバナex,0.4774,yes
12,エーフィex＋草,0.6539,yes
12,マスカーニャex＋草,0.6991,yes
12,ストライクex＋草,0.5922,yes
12,ミュウツーex＋サーナイト,0.5670,yes
12,ゲンガーex＋ムゲンダイナ,0.6730,yes
12,フーパ＋超,0.3496,yes
12,メガガーデボワールex,0.7435,yes
12,ミュウex＋超,0.5487,yes
12,ソーナンス＋ミュウツー,0.6670,yes
12,サザンドラ＋メガアブソルex,0.4110,no
12,ヒードランex＋悪,0.5478,yes
12,ムゲンダイナex＋悪,0.2687,yes
12,ブラッキーex＋悪,0.6704,yes
12,イーブイ＋悪進化,0.4806,no
12,ガラガラ＋化石,0.5852,yes
12,メガルカリオex,0.5026,yes
12,テラキオンex＋闘,0.5852,yes
12,メガロペッコex,0.7043,yes
12,ルカリオex＋闘,0.4261,yes
12,ハガネールex＋鋼壁,0.5122,yes
12,メガシザリガーex,0.7217,yes
12,コバルオンex＋鋼,0.8304,yes
12,メタグロスex＋鋼,0.6661,no
12,メガアルタリアex,0.6191,yes
12,ギラティナVSTAR,0.3261,yes
12,パルキアex＋ドラゴン,0.5443,yes
12,オノノクス＋ドラゴン,0.6600,yes
12,カビゴン＋無色,0.7217,yes
12,ケンタロスex＋無色,0.6348,yes
12,ミュウツーex＋ゲッコウガ,0.4470,yes
12,メガリザードンex＋マフォクシー,0.4304,yes
12,スイクンex＋カスミ,0.6922,yes
12,ゲッコウガ＋ブラッキーex,0.6635,no
12,フシギバナex＋ミュウex,0.6435,yes
12,サザンドラ＋ギラティナ,0.8035,yes
12,カメックスex＋カスミ,0.5435,yes
12,リザードンex＋ゲッコウガ,0.6643,yes
12,ルギアex＋無色,0.4000,yes
12,ホウオウex＋炎,0.7435,yes
12,ライコウex＋雷,0.3070,yes
12,エンテイex＋炎,0.4435,yes
12,スイクンex＋ビーダル,0.7452,yes
12,ブイズ6種＋イーブイ,0.6913,yes
12,ミロカロスex＋水,0.5722,no
12,レジアイスex＋鋼,0.3374,yes
12,ドサイドンex＋闘,0.6913,yes
12,カイリューex＋ドラゴン,0.8070,yes
12,ミュウ＋超単純,0.4478,yes
12,ヤミラミex＋のろい,0.5478,yes
12,ガブリアスex＋ドラゴン,0.5113,yes
12,ハピナスex＋無色,0.4157,yes
12,ゲノセクトex＋草,0.6713,yes
12,ゼルネアスex＋フェアリー,0.5122,yes
12,シルヴァディex＋無色,0.6322,yes
12,バンバドロex＋闘,0.4774,yes
12,メガチルタリスex,0.7200,yes
12,フォレトスex＋草,0.4670,yes
12,アーマーガアex＋鋼,0.6122,yes
12,ウーラオスex＋闘,0.7243,yes
12,ザシアンex＋鋼,0.5557,yes
12,ザマゼンタex＋鋼,0.6235,yes
12,ビクティニex＋炎,0.5035,yes
12,タイレーツex＋闘,0.4974,yes
12,イエッサンex＋超,0.6357,yes
12,バドレックスex＋超,0.7113,yes
12,ディアルガex＋鋼,0.6948,yes
12,パルキアex＋水鋼,0.7183,yes
12,ルンパッパex＋草水,0.7548,yes
12,ニンフィアex＋超,0.5739,yes
12,ヨクバリス＋無色,0.5913,yes
12,カイオーガex＋雨乞い,0.8157,yes
12,グラードンex＋闘炎,0.5948,yes
12,レックウザex＋ドラゴン,0.2704,yes
12,デオキスex＋超,0.5165,yes
12,ジラーチ＋願い星,0.4296,yes
12,マナフィ＋水,0.4843,yes
12,シェイミex＋草,0.2812,no
12,ニャオニクスex＋超,0.4739,yes
12,バシャーモex＋炎闘,0.6870,yes
12,ラティオスex＋ドラゴン,0.3722,yes
12,ラティアスex＋ドラゴン,0.6235,yes
12,ネクロズマex＋超,0.4357,yes
12,ルナアーラex＋超,0.6435,yes
12,ソルガレオex＋鋼超,0.5035,yes
12,マーシャドー＋無色,0.6722,yes
12,ウルトラネクロズマex＋ドラゴン,0.6452,yes
12,ジジーロンex＋ドラゴン,0.7409,yes
12,ドラパルトex＋ドラゴン,0.6417,yes
12,ハバタクカミex＋超悪,0.5557,yes
12,テツノカイナex＋雷,0.4122,yes
12,テツノブジンex＋鋼,0.5113,yes
12,サーフゴーex＋鋼,0.6461,yes
12,ディンルーex＋闘,0.7339,yes
12,チオンジュウex＋草超,0.5748,yes
12,イーユイex＋炎,0.5965,yes
12,ミライドンex＋雷,0.6217,yes
12,コライドンex＋闘,0.4939,yes
12,リキキリンex＋無色,0.4035,yes
13,メガライボルトex,0.8391,yes
13,マグネゾーン＋メガマンエクトex,0.4487,yes
13,サンダースex単,0.6217,yes
13,ピカチュウex＋ライチュウ,0.5600,yes
13,ラプラスex＋雷,0.6316,no
13,メガリザードンX ex,0.6130,yes
13,メガリザードンY ex,0.7986,no
13,メガブレイズiken ex,0.7730,yes
13,ウインディex＋炎,0.8270,yes
13,リザードンex＋カエンジシ,0.6426,yes
13,フリーザーex＋カスミ,0.7672,no
13,スイクンex＋ゲッコウガ,0.5235,yes
13,カメックスex,0.7565,yes
13,ギャラドスex,0.6157,yes
